a,b,m,n,vp,i,K,resist,zpos,spacing,app,eca,appdiffa,ecadiffa,appdiff,ecadiff,irecip,name,time
2,14,6,10,14.577,26.657,6.652784442896036,0.5468357279513824,-1.9999999999999998,4,3.6482458780353175,274.10433217251466,-0.19111413013842693,13.644256047570423,-4.977760088440718,5.238521101032464,28,CD3,2023-05-17
4,13,7,10,17.209,22.193,5.33717763171659,0.7754246834587482,-1.9249999999999998,3,4.177757812470538,239.36284602592727,-0.29223471189478456,15.648825353826396,-6.537700237793527,6.995013234670251,30,CD3,2023-05-17
6,12,8,10,27.634,19.658,3.6980055213917984,1.40573812188422,-1.85,2,5.247595983441694,190.56345098887337,-4.462918797938694,87.58229885495467,-45.959651969185025,85.0469207618312,31,CD3,2023-05-17
8,11,9,10,91.915,23.259,1.8796664873194247,3.951803602906402,-1.7750000000000001,1,7.211131805792736,138.67448646503664,-4.509356180440475,53.3538068845796,-38.47413337855154,62.53326526105219,32,CD3,2023-05-17
3,15,7,11,16.828,26.032,6.148619559249876,0.6464351567301783,-1.8499999999999999,4,3.986054697482951,250.87463065458277,-0.11672141593976937,7.137226430067329,-2.8449374938569365,2.9282442113369553,35,CD3,2023-05-17
5,14,8,11,17.753,20.083,5.1456240914694025,0.8839814768709855,-1.775,3,4.563745183676549,219.11828109438858,-0.4795530939627586,20.835343035034867,-9.508719642638908,10.507884964261548,37,CD3,2023-05-17
7,13,9,11,28.743,17.956,3.6525091059037025,1.6007462686567164,-1.7000000000000002,2,5.842001177056554,171.17422090350246,-0.9539155405066833,24.027038034763194,-14.036598448026918,16.328574945397495,38,CD3,2023-05-17
9,12,10,11,71.275,17.801,1.8761361487197266,4.003988539969665,-1.625,1,7.255197189928771,137.83222892799384,-4.814224859178323,54.97822018330993,-39.88778285812355,66.35553429011055,39,CD3,2023-05-17
4,16,8,12,17.791,19.56,5.199877495596897,0.9095603271983641,-1.7,4,4.7340339146940975,211.23634051206787,0.47630616652318647,-23.630719841801096,11.186862915972121,-10.061317157968945,42,CD3,2023-05-17
6,15,9,12,26.445,20.991,4.763257097143395,1.2598256395598113,-1.625,3,6.019533601818947,166.12582737270972,0.563985643081022,-17.173816872620677,10.33783677362252,-9.369258158316466,44,CD3,2023-05-17
8,14,10,12,38.977,18.265,3.558118421144393,2.1339720777443194,-1.55,2,7.582001784357492,131.89129051157843,-0.8307720568055403,13.024431746508625,-9.875126474227072,10.957159869304112,45,CD3,2023-05-17
10,13,11,12,103.494,16.356,1.8685752249224108,6.327586206896551,-1.475,1,11.455707489531722,87.29273167229563,1.979323315138064,-18.23274952359357,20.886904527218686,-17.27805390410656,46,CD3,2023-05-17
7,16,10,13,31.56,18.85,3.899908121697674,1.6742705570291776,-1.475,3,6.538039701326002,152.95104430112082,0.4333526240098191,-10.857515799494877,7.098686935487198,-6.628173639293267,51,CD3,2023-05-17
9,15,11,13,51.271,18.855,3.3263922214480157,2.7192256695836647,-1.4000000000000001,2,9.03496793873576,110.68107897900605,-0.7266510321622057,8.239055480519639,-7.443960211196007,8.042652028092135,52,CD3,2023-05-17
11,14,12,13,94.547,14.17,1.8490027606959014,6.672335920959774,-1.325,1,12.244775823999161,81.66748124861942,-1.0727011736475287,6.578183164852632,-8.054837818282577,8.760480298423163,53,CD3,2023-05-17
10,16,12,14,50.241,16.739,2.59993874779845,3.0014337774060578,-1.25,2,7.809730767903637,128.04538718668655,-1.0613204738356723,15.319175518007896,-11.963863638190233,13.589719100144638,58,CD3,2023-05-17
12,15,13,14,87.928,12.469,1.779059210572197,7.051728286149651,-1.175,1,12.396484863836845,80.66802896014583,4.591811695467898,-47.46033444818177,58.83413176195198,-37.041239882954066,59,CD3,2023-05-17
13,16,14,15,84.44,11.038,1.2999693738992246,7.649936582714259,-1.0250000000000001,1,9.637092521330946,103.76573616851543,3.5880299879045925,-61.549136090471265,59.31547191118612,-37.23145730896295,64,CD3,2023-05-17
1,4,2,3,68.789,51.799,1.8843772118804263,1.3279986100117764,-2.825,1,2.5582871879382805,390.88652936025466,-10.277566098503351,312.9797492121605,-80.06920824936063,401.7362142514588,1,CD3,2023-06-07
2,5,3,4,29.465,23.621,1.88422622179055,1.247406968375598,-2.675,1,2.3923936198623394,417.99141733940127,-10.050977417247593,337.6273426029255,-80.77375003343153,420.1222296281635,3,CD3,2023-06-07
1,7,3,5,32.193,48.075,3.7564016479116678,0.6696411856474258,-2.6,2,2.5778255676148403,387.92384270021046,-2.798311157136183,201.91666855299576,-52.050595072352394,108.55316171471405,5,CD3,2023-06-07
3,6,4,5,69.571,52.871,1.8840176612835497,1.3158631385825876,-2.5249999999999995,1,2.5284990713413236,395.4915433168492,-7.186602305593501,292.5590096045241,-73.97351840975765,284.2240437043601,6,CD3,2023-06-07
2,8,4,6,13.033,17.873,3.7522722974394527,0.7292004699826553,-2.4499999999999997,2,2.7797500552777983,359.744574193403,-2.6021150146533394,173.93538221141318,-48.34968883169407,93.60967579487264,8,CD3,2023-06-07
4,7,5,6,85.531,48.734,1.883721200271019,1.755058070341035,-2.375,1,3.4041924533333363,293.75542473246907,-6.9622797124048885,197.29059233702247,-67.16151455473556,204.52074340237507,9,CD3,2023-06-07
1,10,4,7,20.344,37.135,5.5470082820877025,0.5478389659351017,-2.3749999999999996,3,3.054554546417411,327.379977932582,-0.5310122421623729,48.484043492021044,-14.809715547725242,17.384277612104846,12,CD3,2023-06-07
3,9,5,7,33.156,40.284,3.74626054952539,0.8230563002680965,-2.3000000000000003,2,3.1333933527809306,319.1428229438497,-2.5308976942022046,142.59822244479673,-44.68163223269025,80.77178347097717,13,CD3,2023-06-07
5,8,6,7,72.938,41.084,1.883285077845799,1.775338331223834,-2.2249999999999996,1,3.564758862883674,280.5238835120142,-6.752841299651645,183.6021202873505,-65.44972855385672,189.43332661185968,14,CD3,2023-06-07
2,11,5,8,8.403,13.27,5.506705589363202,0.6332328560663151,-2.225,3,3.4883690432789027,286.6669172880995,-0.6326868472191274,44.01065962711692,-15.352542261751928,18.1370388101034,17,CD3,2023-06-07
4,10,6,8,32.298,35.759,3.737150449844826,0.903213177102268,-2.15,2,3.403485319029588,293.81645762030877,-2.959937790785087,136.66833423721292,-46.514866915258295,86.96784364649568,18,CD3,2023-06-07
6,9,7,8,97.854,38.272,1.882616083862525,2.5568039297658864,-2.0749999999999997,1,5.365560903857812,186.37380469971086,-5.305448283149689,92.66195585063001,-49.71833675871391,98.87965821681563,19,CD3,2023-06-07
1,13,5,9,15.531,31.361,6.940741393216954,0.49523293262332196,-2.1500000000000004,4,3.4537288280054206,289.54212962269963,-0.17751538817866086,14.154427649061233,-4.8885554815479795,5.139818353404965,21,CD3,2023-06-07
3,12,6,9,16.933,24.678,5.443253015796695,0.6861577113218251,-2.0749999999999997,3,3.7459785351199355,266.95294450425433,-0.7730816903066926,45.66799805156711,-17.10713404430694,20.637643356969768,23,CD3,2023-06-07
5,11,7,9,29.354,27.697,3.72263957071142,1.059825973932195,-2.0,2,4.035301755471682,247.81294202943965,-3.929530201967462,122.26101509066713,-49.336008882111884,97.37884401430951,24,CD3,2023-06-07
7,10,8,9,89.123,36.103,1.8815348960355187,2.468576018613412,-1.925,1,4.730878908909188,211.37721325244675,-6.635331453458911,123.39714178457587,-58.37769354883267,140.25578716384516,25,CD3,2023-06-07
2,14,6,10,9.159,16.773,6.652784442896036,0.5460561616884279,-1.9999999999999998,4,3.6420123723685554,274.5734769016332,-0.1973476358051891,14.11340077668899,-5.140118024489732,5.418642652134798,28,CD3,2023-06-07
4,13,7,10,17.015,22.163,5.33717763171659,0.7677209764021117,-1.9249999999999998,3,4.135855229612854,241.787960284482,-0.3341372947524679,18.07393961238114,-7.475119766557346,8.079037495317396,30,CD3,2023-06-07
6,12,8,10,28.581,20.885,3.6980055213917984,1.368494134546325,-1.85,2,5.104269780367728,195.9144095099058,-4.60624500101266,92.9332573759871,-47.435641721538715,90.24297694313506,31,CD3,2023-06-07
8,11,9,10,90.889,23.798,1.8796664873194247,3.8191864862593494,-1.7750000000000001,1,6.992334937906698,143.01374417561453,-4.728153048326513,57.693064595157495,-40.34092312436277,67.619087047652,32,CD3,2023-06-07
3,15,7,11,15.823,24.409,6.148619559249876,0.6482444999795158,-1.8499999999999999,4,3.9972897205574034,250.16950731821225,-0.10548639286531714,6.43210309369681,-2.5710979577999846,2.6389478931891657,35,CD3,2023-06-07
5,14,8,11,18.207,20.621,5.1456240914694025,0.8829348722176423,-1.775,3,4.569501991265617,218.84222873990467,-0.4737962863736902,20.55929068055096,-9.394571970378623,10.36866352787085,37,CD3,2023-06-07
7,13,9,11,29.065,18.441,3.6525091059037025,1.5761075863564884,-1.7000000000000002,2,5.756401381504701,173.71964422303782,-1.0395153360585363,26.572461354298554,-15.29617532498644,18.058423434448063,38,CD3,2023-06-07
9,12,10,11,72.789,18.809,1.8761361487197266,3.8699027061513105,-1.625,1,7.020930026342298,142.43127281542942,-5.048492022764797,59.577264070745514,-41.828780220162145,71.90631446009318,39,CD3,2023-06-07
4,16,8,12,16.507,18.21,5.199877495596897,0.9064799560680945,-1.7,4,4.714953190859556,212.0911829917225,0.45722544268864507,-22.775877362146474,10.738719564327846,-9.697348503374874,42,CD3,2023-06-07
6,15,9,12,18.363,15.031,4.763257097143395,1.221675204577207,-1.625,3,5.832668065460255,171.44812438783796,0.3771201067223302,-11.851519857492434,6.912598139996416,-6.465653496648482,44,CD3,2023-06-07
8,14,10,12,38.942,18.705,3.558118421144393,2.0819032344292974,-1.55,2,7.407178843807511,135.0041657001453,-1.0055949973555212,16.1373069350755,-11.95319185255195,13.575951365022195,45,CD3,2023-06-07
10,13,11,12,97.852,16.571,1.8685752249224108,5.905014784865125,-1.475,1,10.795091834362962,92.63469133414851,1.318707659969304,-12.890789861740686,13.915726037496585,-12.215807704123364,46,CD3,2023-06-07
7,16,10,13,24.801,15.304,3.899908121697674,1.6205567171981181,-1.475,3,6.32003462346272,158.22698127120452,0.21534754614653728,-5.581578829411171,3.527577145546517,-3.407379215092797,51,CD3,2023-06-07
9,15,11,13,34.698,13.744,3.3263922214480157,2.524592549476135,-1.4000000000000001,2,8.368759398760341,119.49202412822734,-1.392859572137624,17.050000629740936,-14.268735301901419,16.643560960110136,52,CD3,2023-06-07
11,14,12,13,94.213,14.643,1.8490027606959014,6.4339957658949665,-1.325,1,11.938366325689898,83.76355463713011,-1.3791106719567914,8.674256553363321,-10.355645233706744,11.55192121211021,53,CD3,2023-06-07
10,16,12,14,37.534,13.704,2.59993874779845,2.738908347927612,-1.25,2,7.122961126115294,140.39105117865188,-1.7480901156240147,27.66483950997322,-19.705557638975762,24.541620888746664,58,CD3,2023-06-07
12,15,13,14,61.509,10.075,1.779059210572197,6.105111662531018,-1.175,1,10.7396740263417,93.11269574358154,2.935000857972753,-35.01566766474606,37.60568565340862,-27.32858418955677,59,CD3,2023-06-07
13,16,14,15,62.834,9.55,1.2999693738992246,6.579476439790576,-1.0250000000000001,1,8.341394019739958,119.88403828346846,2.2923314863136053,-45.43083397551824,37.89564868351868,-27.48139556636204,64,CD3,2023-06-07
1,4,2,3,67.581,50.635,1.8843772118804263,1.3346696948750865,-2.825,1,2.562641927748939,390.22228941614725,-10.273211358692691,312.3155092680531,-80.03528187365751,400.88360560450315,1,CD3,2023-07-03
2,5,3,4,38.946,30.942,1.88422622179055,1.2586775256932323,-2.675,1,2.407972694637285,415.2871011482258,-10.035398342472647,334.9230264117501,-80.64855024047763,416.7571486513175,3,CD3,2023-07-03
1,7,3,5,31.939,48.466,3.7564016479116678,0.6589980604960178,-2.6,2,2.5202316935013225,396.78891531227197,-2.855905031249701,210.78174116505727,-53.12188244955697,113.31914595844287,5,CD3,2023-07-03
3,6,4,5,68.598,51.466,1.8840176612835497,1.3328799595849687,-2.5249999999999995,1,2.5326938234960634,394.8365138821346,-7.182407553438762,291.90398016980953,-73.93034076299939,283.5876759680473,6,CD3,2023-07-03
2,8,4,6,14.864,20.849,3.7522722974394527,0.7129358722240875,-2.4499999999999997,2,2.7103011282357254,368.9626918507581,-2.6715639416954122,183.15349986876828,-49.64011373346444,98.57074233793612,8,CD3,2023-07-03
4,7,5,6,80.972,47.75,1.883721200271019,1.6957486910994763,-2.375,1,3.230790812248184,309.52174192427464,-7.135681353490041,213.05690952882804,-68.83423057917301,220.86485223488032,9,CD3,2023-07-03
1,10,4,7,19.676,36.974,5.5470082820877025,0.532157732460648,-2.3749999999999996,3,2.9726506603613125,336.4001069262725,-0.6129161282184712,57.504172485711536,-17.09398163131812,20.618505106953066,12,CD3,2023-07-03
3,9,5,7,32.695,40.548,3.74626054952539,0.8063283022590509,-2.3000000000000003,2,3.069196845751053,325.818137531447,-2.595094201232082,149.27353703239405,-45.81498690139269,84.55287593640949,13,CD3,2023-07-03
5,8,6,7,72.194,41.137,1.883285077845799,1.7549651165617328,-2.2249999999999996,1,3.4986200295732544,285.826980794475,-6.818980132962064,188.90521756981127,-66.0907577880635,194.90485035020546,14,CD3,2023-07-03
2,11,5,8,9.077,14.768,5.506705589363202,0.6146397616468039,-2.225,3,3.379670702339865,295.88681504019456,-0.7413851881581652,53.23055737921197,-17.99017552437438,21.936610204209487,17,CD3,2023-07-03
4,10,6,8,31.169,35.085,3.737150449844826,0.8883853498646145,-2.15,2,3.343178565647847,299.1165384569335,-3.0202445441668275,141.96841507383763,-47.462576227385064,90.34050933446204,18,CD3,2023-07-03
6,9,7,8,97.873,38.445,1.882616083862525,2.5457926908570685,-2.0749999999999997,1,5.229036802273184,191.23980912991027,-5.441972384734317,97.52796028082942,-50.997729355909435,104.07217601468332,19,CD3,2023-07-03
1,13,5,9,15.063,29.633,6.940741393216954,0.5083184287787265,-2.1500000000000004,4,3.5446902754118095,282.1120950782713,-0.08655394077227196,6.724393104632895,-2.383589084603838,2.441791356854632,21,CD3,2023-07-03
3,12,6,9,16.354,24.681,5.443253015796695,0.6626149669786475,-2.0749999999999997,3,3.6103485230532475,276.98156940103576,-0.9087117023733806,55.696622948348534,-20.108422040062376,25.169639345646583,23,CD3,2023-07-03
5,11,7,9,29.573,28.89,3.72263957071142,1.0236413984077535,-2.0,2,3.8875031530454742,257.23451805218446,-4.0773288043936695,131.68259111341195,-51.19164881545867,104.88297099384954,24,CD3,2023-07-03
7,10,8,9,89.282,36.157,1.8815348960355187,2.4692867217966095,-1.925,1,4.7540999940637985,210.3447553161795,-6.6121103683043,122.3646838483086,-58.17339427568624,139.08227375445418,25,CD3,2023-07-03
2,14,6,10,13.906,23.107,6.652784442896036,0.601808975635089,-1.9999999999999998,4,4.022650164433324,248.59233567999598,0.1832901562595799,-11.867740444948254,4.77397680523231,-4.55645280517204,28,CD3,2023-07-03
4,13,7,10,16.081,21.23,5.33717763171659,0.7574658502119641,-1.9249999999999998,3,4.0899406867480295,244.50232328310716,-0.3800518376172928,20.788302611006287,-8.502292465718496,9.292355726544221,30,CD3,2023-07-03
6,12,8,10,24.995,20.694,3.6980055213917984,1.2078380206823234,-1.85,2,4.515254457318372,221.4714606790741,-5.195260324062016,118.49030854515541,-53.50138938075422,115.06018925780546,31,CD3,2023-07-03
8,11,9,10,96.688,25.457,1.8796664873194247,3.7980908983776565,-1.7750000000000001,1,6.944580397664707,143.99718092921432,-4.775907588568504,58.676501348757284,-40.74836810701266,68.77172291323066,32,CD3,2023-07-03
3,15,7,11,15.225,19.118,6.148619559249876,0.7963699131708338,-1.8499999999999999,4,4.927615535812244,202.93791038126616,0.8248394223895232,-40.79949384324928,20.104421971527106,-16.739118877982047,35,CD3,2023-07-03
5,14,8,11,14.79,15.407,5.1456240914694025,0.9599532679950671,-1.775,3,4.971551648525078,201.14444557700057,-0.07174662911422924,2.8615075176468565,-1.422613241662414,1.443143593520032,37,CD3,2023-07-03
7,13,9,11,28.438,19.689,3.6525091059037025,1.4443597948092843,-1.7000000000000002,2,5.318840227194728,188.01091164331172,-1.4770764903685096,40.86372877457245,-21.734764443937067,27.770649752108685,38,CD3,2023-07-03
9,12,10,11,59.967,18.905,1.8761361487197266,3.1720179846601426,-1.625,1,5.870646725105955,170.33898424231137,-6.19877532400114,87.48497549762746,-51.35933849011213,105.58930922366588,39,CD3,2023-07-03
4,16,8,12,14.685,11.753,5.199877495596897,1.2494682208797754,-1.7,4,6.519191276966938,153.3932596107613,2.2614635287960265,-81.47380074310766,53.11432911058098,-34.68932621728773,42,CD3,2023-07-03
6,15,9,12,14.79,10.031,4.763257097143395,1.4744292692652774,-1.625,3,7.047717858866957,141.88990252239856,1.592169900129032,-41.40974172293184,29.184417627177478,-22.591283192840546,44,CD3,2023-07-03
8,14,10,12,14.605,7.111,3.558118421144393,2.053860216565884,-1.55,2,7.274499705793276,137.46649810207822,-1.1382741353697563,18.599639337008412,-13.530307088492876,15.647455926945131,45,CD3,2023-07-03
10,13,11,12,85.237,17.106,1.8685752249224108,4.982871507073541,-1.475,1,8.894183729324268,112.43302706947505,-0.5822004450693896,6.907545873585846,-6.14369821184082,6.545855840034713,46,CD3,2023-07-03
7,16,10,13,14.157,6.192,3.899908121697674,2.2863372093023253,-1.475,3,8.93368196689342,111.93593007964866,2.8289948895772374,-51.87263002096704,46.341357939364755,-31.6666174155401,51,CD3,2023-07-03
9,15,11,13,14.246,4.826,3.3263922214480157,2.9519270617488607,-1.4000000000000001,2,9.764038485963765,102.41663850849667,0.0024195150657995157,-0.02538498998973182,0.024786001922557584,-0.024779859985982106,52,CD3,2023-07-03
11,14,12,13,18.026,3.462,1.8490027606959014,5.206816868861929,-1.325,1,9.571138002563316,104.48078376178285,-3.7463389950833736,29.391485678016053,-28.130996552465483,39.14204344436409,53,CD3,2023-07-03
10,16,12,14,13.191,3.411,2.59993874779845,3.867194371152155,-1.25,2,10.070293472112182,99.30197196033217,1.1992422303728727,-13.42423970834649,13.518603350303074,-11.908711833413328,58,CD3,2023-07-03
12,15,13,14,12.134,2.077,1.779059210572197,5.842079922965817,-1.175,1,10.352364778477805,96.59628707046376,2.547691610108858,-31.532076337863842,32.643155647237506,-24.609755013708728,59,CD3,2023-07-03
13,16,14,15,12.981,1.612,1.2999693738992246,8.052729528535979,-1.0250000000000001,1,10.415665066536762,96.00923163445219,4.3666025331104095,-69.3056406245345,72.1864339966915,-41.92341540569831,64,CD3,2023-07-03
1,4,2,3,70.175,52.039,1.8843772118804263,1.3485078498818193,-2.825,1,2.571733234308812,388.8428187882261,-10.264120052132819,310.936038640132,-79.96445443151562,399.112937345208,1,CD3,2023-08-02
2,5,3,4,43.161,33.928,1.88422622179055,1.272135109643952,-2.675,1,2.4062239385477477,415.588916717178,-10.037147098562183,335.22484198070225,-80.66260395698518,417.1327089622424,3,CD3,2023-08-02
1,7,3,5,30.095,46.368,3.7564016479116678,0.6490467563837129,-2.6,2,2.4615560050580214,406.2471046546142,-2.914580719693002,220.2399305073995,-54.21329234940505,118.40399786574436,5,CD3,2023-08-02
3,6,4,5,68.433,50.586,1.8840176612835497,1.3528051239473373,-2.5249999999999995,1,2.5357623406773504,394.35872359113944,-7.179339036257475,291.42618987881434,-73.89875573817842,283.1234978566539,6,CD3,2023-08-02
